cement,slag,flyash,scm,water,superplasticizer,coarse_agg,fine_agg,binder,w_b_ratio,recycled_agg_pct,fiber_pct,fiber_type,fiber_length,age,compressive_strength,tensile_strength,scm_frac,fiber_flag,total_aggregate,agg_to_binder_ratio
266.0,114.0,0.0,114.0,228.0,0.0,932.0,670.0,380.0,0.6,0.0,0.0,none,0,180,48.7,0,0.3,0,1602.0,4.21578947368421
342.0,38.0,0.0,38.0,228.0,0.0,932.0,670.0,380.0,0.6,0.0,0.0,none,0,270,55.06,0,0.1,0,1602.0,4.21578947368421
139.6,209.4,0.0,209.4,192.0,0.0,1047.0,806.9,349.0,0.5501432664756447,0.0,0.0,none,0,360,44.7,0,0.6,0,1853.9,5.312034383954155
332.5,142.5,0.0,142.5,228.0,0.0,932.0,594.0,475.0,0.48,0.0,0.0,none,0,7,30.28,0,0.3,0,1526.0,3.2126315789473683
190.0,190.0,0.0,190.0,228.0,0.0,932.0,670.0,380.0,0.6,0.0,0.0,none,0,28,40.86,0,0.5,0,1602.0,4.21578947368421
485.0,0.0,0.0,0.0,146.0,0.0,1120.0,800.0,485.0,0.30103092783505153,0.0,0.0,none,0,28,71.99,0,0.0,0,1920.0,3.9587628865979383
374.0,189.2,0.0,189.2,170.1,10.1,926.1,756.7,563.2,0.3020241477272727,0.0,0.0,none,0,3,34.4,0,0.33593749999999994,0,1682.8000000000002,2.9879261363636362
313.3,262.2,0.0,262.2,175.5,8.6,1046.9,611.8,575.5,0.3049522154648132,0.0,0.0,none,0,3,28.8,0,0.4556038227628149,0,1658.7,2.882189400521286
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,3,33.4,0,0.2000752870318088,0,1739.2,3.2734801430453606
425.0,106.3,0.0,106.3,151.4,18.6,936.0,803.7,531.3,0.284961415396198,0.0,0.0,none,0,3,36.3,0,0.2000752870318088,0,1739.7,3.2744212309429703
375.0,93.8,0.0,93.8,126.6,23.4,852.1,992.6,468.8,0.27005119453924914,0.0,0.0,none,0,3,29.0,0,0.2000853242320819,0,1844.7,3.9349402730375425
475.0,118.8,0.0,118.8,181.1,8.9,852.1,781.5,593.8,0.30498484338160997,0.0,0.0,none,0,3,37.8,0,0.20006736274840015,0,1633.6,2.751094644661502
469.0,117.2,0.0,117.2,137.8,32.2,852.1,840.5,586.2,0.23507335380416242,0.0,0.0,none,0,3,40.2,0,0.19993176390310474,0,1692.6,2.8874104401228244
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,3,33.4,0,0.2000752870318088,0,1739.2,3.2734801430453606
388.6,97.1,0.0,97.1,157.9,12.1,852.1,925.7,485.70000000000005,0.32509779699402924,0.0,0.0,none,0,3,28.1,0,0.19991764463660694,0,1777.8000000000002,3.660284126003706
531.3,0.0,0.0,0.0,141.8,28.2,852.1,893.7,531.3,0.26689252776209305,0.0,0.0,none,0,3,41.3,0,0.0,0,1745.8000000000002,3.285902503293808
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,3,33.4,0,0.2000752870318088,0,1739.2,3.2734801430453606
318.8,212.5,0.0,212.5,155.7,14.3,852.1,880.4,531.3,0.2930547713156409,0.0,0.0,none,0,3,25.2,0,0.39996235648409567,0,1732.5,3.2608695652173916
401.8,94.7,0.0,94.7,147.4,11.4,946.8,852.1,496.5,0.29687814702920445,0.0,0.0,none,0,3,41.1,0,0.19073514602215508,0,1798.9,3.6231621349446126
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,3,35.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
323.7,282.8,0.0,282.8,183.8,10.3,942.7,659.9,606.5,0.30305028854080795,0.0,0.0,none,0,3,28.3,0,0.4662819455894477,0,1602.6,2.64237427864798
379.5,151.2,0.0,151.2,153.9,15.9,1134.3,605.0,530.7,0.2899943470887507,0.0,0.0,none,0,3,28.6,0,0.2849067269643866,0,1739.3,3.2773695119653286
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,3,35.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
286.3,200.9,0.0,200.9,144.7,11.2,1004.6,803.7,487.20000000000005,0.2970032840722495,0.0,0.0,none,0,3,24.4,0,0.41235632183908044,0,1808.3000000000002,3.7116174055829227
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,3,35.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
439.0,177.0,0.0,177.0,186.0,11.1,884.9,707.9,616.0,0.30194805194805197,0.0,0.0,none,0,3,39.3,0,0.28733766233766234,0,1592.8,2.585714285714286
389.9,189.0,0.0,189.0,145.9,22.0,944.7,755.8,578.9,0.25202971152185183,0.0,0.0,none,0,3,40.6,0,0.3264812575574365,0,1700.5,2.9374676109863533
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,3,35.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
337.9,189.0,0.0,189.0,174.9,9.5,944.7,755.8,526.9,0.33194154488517746,0.0,0.0,none,0,3,24.1,0,0.35870184095653823,0,1700.5,3.227367621939647
374.0,189.2,0.0,189.2,170.1,10.1,926.1,756.7,563.2,0.3020241477272727,0.0,0.0,none,0,7,46.2,0,0.33593749999999994,0,1682.8000000000002,2.9879261363636362
313.3,262.2,0.0,262.2,175.5,8.6,1046.9,611.8,575.5,0.3049522154648132,0.0,0.0,none,0,7,42.8,0,0.4556038227628149,0,1658.7,2.882189400521286
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,7,49.2,0,0.2000752870318088,0,1739.2,3.2734801430453606
425.0,106.3,0.0,106.3,151.4,18.6,936.0,803.7,531.3,0.284961415396198,0.0,0.0,none,0,7,46.8,0,0.2000752870318088,0,1739.7,3.2744212309429703
375.0,93.8,0.0,93.8,126.6,23.4,852.1,992.6,468.8,0.27005119453924914,0.0,0.0,none,0,7,45.7,0,0.2000853242320819,0,1844.7,3.9349402730375425
475.0,118.8,0.0,118.8,181.1,8.9,852.1,781.5,593.8,0.30498484338160997,0.0,0.0,none,0,7,55.6,0,0.20006736274840015,0,1633.6,2.751094644661502
469.0,117.2,0.0,117.2,137.8,32.2,852.1,840.5,586.2,0.23507335380416242,0.0,0.0,none,0,7,54.9,0,0.19993176390310474,0,1692.6,2.8874104401228244
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,7,49.2,0,0.2000752870318088,0,1739.2,3.2734801430453606
388.6,97.1,0.0,97.1,157.9,12.1,852.1,925.7,485.70000000000005,0.32509779699402924,0.0,0.0,none,0,7,34.9,0,0.19991764463660694,0,1777.8000000000002,3.660284126003706
531.3,0.0,0.0,0.0,141.8,28.2,852.1,893.7,531.3,0.26689252776209305,0.0,0.0,none,0,7,46.9,0,0.0,0,1745.8000000000002,3.285902503293808
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,7,49.2,0,0.2000752870318088,0,1739.2,3.2734801430453606
318.8,212.5,0.0,212.5,155.7,14.3,852.1,880.4,531.3,0.2930547713156409,0.0,0.0,none,0,7,33.4,0,0.39996235648409567,0,1732.5,3.2608695652173916
401.8,94.7,0.0,94.7,147.4,11.4,946.8,852.1,496.5,0.29687814702920445,0.0,0.0,none,0,7,54.1,0,0.19073514602215508,0,1798.9,3.6231621349446126
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,7,55.9,0,0.3426395939086294,0,1700.5,3.0828498912255258
323.7,282.8,0.0,282.8,183.8,10.3,942.7,659.9,606.5,0.30305028854080795,0.0,0.0,none,0,7,49.8,0,0.4662819455894477,0,1602.6,2.64237427864798
379.5,151.2,0.0,151.2,153.9,15.9,1134.3,605.0,530.7,0.2899943470887507,0.0,0.0,none,0,7,47.1,0,0.2849067269643866,0,1739.3,3.2773695119653286
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,7,55.9,0,0.3426395939086294,0,1700.5,3.0828498912255258
286.3,200.9,0.0,200.9,144.7,11.2,1004.6,803.7,487.20000000000005,0.2970032840722495,0.0,0.0,none,0,7,38.0,0,0.41235632183908044,0,1808.3000000000002,3.7116174055829227
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,7,55.9,0,0.3426395939086294,0,1700.5,3.0828498912255258
439.0,177.0,0.0,177.0,186.0,11.1,884.9,707.9,616.0,0.30194805194805197,0.0,0.0,none,0,7,56.1,0,0.28733766233766234,0,1592.8,2.585714285714286
389.9,189.0,0.0,189.0,145.9,22.0,944.7,755.8,578.9,0.25202971152185183,0.0,0.0,none,0,7,59.09,0,0.3264812575574365,0,1700.5,2.9374676109863533
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,7,22.9,0,0.3426395939086294,0,1700.5,3.0828498912255258
337.9,189.0,0.0,189.0,174.9,9.5,944.7,755.8,526.9,0.33194154488517746,0.0,0.0,none,0,7,35.1,0,0.35870184095653823,0,1700.5,3.227367621939647
374.0,189.2,0.0,189.2,170.1,10.1,926.1,756.7,563.2,0.3020241477272727,0.0,0.0,none,0,28,61.09,0,0.33593749999999994,0,1682.8000000000002,2.9879261363636362
313.3,262.2,0.0,262.2,175.5,8.6,1046.9,611.8,575.5,0.3049522154648132,0.0,0.0,none,0,28,59.8,0,0.4556038227628149,0,1658.7,2.882189400521286
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,28,60.29,0,0.2000752870318088,0,1739.2,3.2734801430453606
425.0,106.3,0.0,106.3,151.4,18.6,936.0,803.7,531.3,0.284961415396198,0.0,0.0,none,0,28,61.8,0,0.2000752870318088,0,1739.7,3.2744212309429703
375.0,93.8,0.0,93.8,126.6,23.4,852.1,992.6,468.8,0.27005119453924914,0.0,0.0,none,0,28,56.7,0,0.2000853242320819,0,1844.7,3.9349402730375425
475.0,118.8,0.0,118.8,181.1,8.9,852.1,781.5,593.8,0.30498484338160997,0.0,0.0,none,0,28,68.3,0,0.20006736274840015,0,1633.6,2.751094644661502
469.0,117.2,0.0,117.2,137.8,32.2,852.1,840.5,586.2,0.23507335380416242,0.0,0.0,none,0,28,66.9,0,0.19993176390310474,0,1692.6,2.8874104401228244
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,28,60.29,0,0.2000752870318088,0,1739.2,3.2734801430453606
388.6,97.1,0.0,97.1,157.9,12.1,852.1,925.7,485.70000000000005,0.32509779699402924,0.0,0.0,none,0,28,50.7,0,0.19991764463660694,0,1777.8000000000002,3.660284126003706
531.3,0.0,0.0,0.0,141.8,28.2,852.1,893.7,531.3,0.26689252776209305,0.0,0.0,none,0,28,56.4,0,0.0,0,1745.8000000000002,3.285902503293808
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,28,60.29,0,0.2000752870318088,0,1739.2,3.2734801430453606
318.8,212.5,0.0,212.5,155.7,14.3,852.1,880.4,531.3,0.2930547713156409,0.0,0.0,none,0,28,55.5,0,0.39996235648409567,0,1732.5,3.2608695652173916
401.8,94.7,0.0,94.7,147.4,11.4,946.8,852.1,496.5,0.29687814702920445,0.0,0.0,none,0,28,68.5,0,0.19073514602215508,0,1798.9,3.6231621349446126
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,28,71.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
323.7,282.8,0.0,282.8,183.8,10.3,942.7,659.9,606.5,0.30305028854080795,0.0,0.0,none,0,28,74.7,0,0.4662819455894477,0,1602.6,2.64237427864798
379.5,151.2,0.0,151.2,153.9,15.9,1134.3,605.0,530.7,0.2899943470887507,0.0,0.0,none,0,28,52.2,0,0.2849067269643866,0,1739.3,3.2773695119653286
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,28,71.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
286.3,200.9,0.0,200.9,144.7,11.2,1004.6,803.7,487.20000000000005,0.2970032840722495,0.0,0.0,none,0,28,67.7,0,0.41235632183908044,0,1808.3000000000002,3.7116174055829227
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,28,71.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
439.0,177.0,0.0,177.0,186.0,11.1,884.9,707.9,616.0,0.30194805194805197,0.0,0.0,none,0,28,66.0,0,0.28733766233766234,0,1592.8,2.585714285714286
389.9,189.0,0.0,189.0,145.9,22.0,944.7,755.8,578.9,0.25202971152185183,0.0,0.0,none,0,28,74.5,0,0.3264812575574365,0,1700.5,2.9374676109863533
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,28,71.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
337.9,189.0,0.0,189.0,174.9,9.5,944.7,755.8,526.9,0.33194154488517746,0.0,0.0,none,0,28,49.9,0,0.35870184095653823,0,1700.5,3.227367621939647
374.0,189.2,0.0,189.2,170.1,10.1,926.1,756.7,563.2,0.3020241477272727,0.0,0.0,none,0,56,63.4,0,0.33593749999999994,0,1682.8000000000002,2.9879261363636362
313.3,262.2,0.0,262.2,175.5,8.6,1046.9,611.8,575.5,0.3049522154648132,0.0,0.0,none,0,56,64.9,0,0.4556038227628149,0,1658.7,2.882189400521286
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,56,64.3,0,0.2000752870318088,0,1739.2,3.2734801430453606
425.0,106.3,0.0,106.3,151.4,18.6,936.0,803.7,531.3,0.284961415396198,0.0,0.0,none,0,56,64.9,0,0.2000752870318088,0,1739.7,3.2744212309429703
375.0,93.8,0.0,93.8,126.6,23.4,852.1,992.6,468.8,0.27005119453924914,0.0,0.0,none,0,56,60.2,0,0.2000853242320819,0,1844.7,3.9349402730375425
475.0,118.8,0.0,118.8,181.1,8.9,852.1,781.5,593.8,0.30498484338160997,0.0,0.0,none,0,56,72.3,0,0.20006736274840015,0,1633.6,2.751094644661502
469.0,117.2,0.0,117.2,137.8,32.2,852.1,840.5,586.2,0.23507335380416242,0.0,0.0,none,0,56,69.3,0,0.19993176390310474,0,1692.6,2.8874104401228244
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,56,64.3,0,0.2000752870318088,0,1739.2,3.2734801430453606
388.6,97.1,0.0,97.1,157.9,12.1,852.1,925.7,485.70000000000005,0.32509779699402924,0.0,0.0,none,0,56,55.2,0,0.19991764463660694,0,1777.8000000000002,3.660284126003706
531.3,0.0,0.0,0.0,141.8,28.2,852.1,893.7,531.3,0.26689252776209305,0.0,0.0,none,0,56,58.8,0,0.0,0,1745.8000000000002,3.285902503293808
425.0,106.3,0.0,106.3,153.5,16.5,852.1,887.1,531.3,0.2889139845661585,0.0,0.0,none,0,56,64.3,0,0.2000752870318088,0,1739.2,3.2734801430453606
318.8,212.5,0.0,212.5,155.7,14.3,852.1,880.4,531.3,0.2930547713156409,0.0,0.0,none,0,56,66.1,0,0.39996235648409567,0,1732.5,3.2608695652173916
401.8,94.7,0.0,94.7,147.4,11.4,946.8,852.1,496.5,0.29687814702920445,0.0,0.0,none,0,56,73.7,0,0.19073514602215508,0,1798.9,3.6231621349446126
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,56,77.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
323.7,282.8,0.0,282.8,183.8,10.3,942.7,659.9,606.5,0.30305028854080795,0.0,0.0,none,0,56,80.2,0,0.4662819455894477,0,1602.6,2.64237427864798
379.5,151.2,0.0,151.2,153.9,15.9,1134.3,605.0,530.7,0.2899943470887507,0.0,0.0,none,0,56,54.9,0,0.2849067269643866,0,1739.3,3.2773695119653286
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,56,77.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
286.3,200.9,0.0,200.9,144.7,11.2,1004.6,803.7,487.20000000000005,0.2970032840722495,0.0,0.0,none,0,56,72.99,0,0.41235632183908044,0,1808.3000000000002,3.7116174055829227
362.6,189.0,0.0,189.0,164.9,11.6,944.7,755.8,551.6,0.2989485134155185,0.0,0.0,none,0,56,77.3,0,0.3426395939086294,0,1700.5,3.0828498912255258
439.0,177.0,0.0,177.0,186.0,11.1,884.9,707.9,616.0,0.30194805194805197,0.0,0.0,none,0,56,71.7,0,0.28733766233766234,0,1592.8,2.585714285714286
